2^7<128; lcm = 128
659^1<1024; lcm = 14220102567381521652055681689911845259333260044517027695038684175678740767384856342478786847542517706139668571696862295972464437318996723727958000020460450488545001748160233663972082624570127405792145824665525541366360147720741701049234897568192481826862869374510636887629860590279094356544
661^1<1024; lcm = 9399487797039185812008805597031729716419284889425755306420570240123647647241390042378478106225604203758320925891625977637798993067856834384180238013524357772928246155533914451885546614840854215228608390103912382843164057643410264393544267292575230487556356656551530982723337850174481369675584
673^1<1024; lcm = 6325855287407372051481926166802354099150178730583533321221043771603214866593455498520715765489831629129349983125064282950238722334667649540553300183101892781180709662674324426118972871787894886848853446539933033653449410794015107936855291887903130118125428029859180351372806373167425961791668032
677^1<1024; lcm = 4282604029574790878853264014925193725124671000605052058466646633375376464683769372498524573236616012920569938575668519557311615020569998738954584223959981412859340441630517636482544634200404838396673783307534663783385251107548228073251032608110419089970914776214665097879389914634347376132959257664
683^1<1024; lcm = 2925018552199582170256779322193907314260150293413250555932719650595382125379014481416492283520608736824749268047181598857643833059049309138705981024964667304982929521633643545717577985158876504624928193999046175364052126506455439774030455271339416238450134792154616261851623311695259257898811172984512
691^1<1024; lcm = 2021187819569911279647434511635989954153763852748556134149509278561409048636899006658796167912740637145901744220602484810631888643803072614845832888250585107743204299448847690090846387744783664695825382053340907176560019415960708883855044592495536620769043141378839836939471708381424147208078520532297792
701^1<1024; lcm = 1416852661518507807032851592656828957861788460776737850038806004271547743094466203667816113706831186639277122698642341852252953939305953903006928854663660160527986213913642230753683317809093348951773592819391975930768573610588456927582386259339371171159099242106566725694569667575378327192863042893140752192
709^1<1024; lcm = 1004548537016622035186291779193691731124008018690707135677513457028527349853976538400481624618143311327247479993337420373247344342967921317231912557956535053814342225664772341604361472326647184406807477308948910934914918689907215961655911857871614160351801362653555808517449894310943233979739897411236793304128
719^1<1024; lcm = 722270398114951243298943789240264354678161765438618430552132175603511164545009131109946288100445040844290938115209605248364840582593935427089745129170748703692512060252971313613535898602859325588494576185134266962203826538043288276430600625809690581292945179747906626324046474009568185231432986238679254385668032
727^1<1024; lcm = 525090579429569553878332134777672185851023603473875599011400091663752616624221638316930951449023544693799512009757383015561239103545791055494244708907134307584456267803910144997040598284278729702835556886592612081522181893157470576965046654963645052599971145676728117337581786604956070663251780995519817938380659264
733^1<1024; lcm = 384891394721874482992817454792033712228800301346350814075356267189530667985554460886310387412134258260555042303152161750406388262899064843677281371628929447459406444300266136282830758542376308872178463197872384655755759327684425932915379198088351823555778849781041710008447449581432799796163555469716026548833023240512
739^1<1024; lcm = 284434740699465242931692099091312913337083422694953251601688281453063163641324746594983376297567216854550176262029447533550320926282408919477510933633778861672501362337896674713011930562816092256539884303227692260603506143158790764424465227387291997607720569988189823696242665240678839049364867492120143619587604174738368
743^1<1024; lcm = 211335012339702675498247229624845494609452983062350265940054393119625930585504286720072648589092442122930780962687879517427888448227829827171790623689897694222668512217057229311767864408172356546609134037298175349628405064366981537967377663948757954222536383501225039006308300273824377413678096546645266709353589901830607424
751^1<1024; lcm = 158712594267116709299183669448258966451699190279825049720980849232839073869713719326774559090408424034321016502978597517588344224619100200206014758391113168361224052675009979213137666170537439766503459662010929687570932203339603135013500625625517223621124824009420004293737533505642107437672250506530595298724546016274786175424
757^1<1024; lcm = 120145433860207348939482037772332037603936287041827562638782502869259178919373285530368341231439176993981009492754798320814376578036658851555953172102072668449446607874982554264345213291096841903243118964142273773491195677928079573205219973598516538281191491775130943250359312863771075330317893633443660641134481334320013134795968
761^1<1024; lcm = 91430675167617792542945830744744680616595514438830775168113484683506235157643070288610307677125213692419548223986401522139740575885897386034080363969677300690028868592861723795166707314524696688368013531712270341626799910903268555209172399908471085631986725240874647813523437089329788326371917055050625747903340295417529995579731648
769^1<1024; lcm = 70310189203898082465525343842708659394161950603460866104279269721616294836227521051941326603709289329470632584245542770525460502856255089860207799892681844230632199947910665598483197924869491753355002405886735892711009131484613518955853575529614264850997791710232604168599523121694607222980004215333931200137668687176080566600813637312
773^1<1024; lcm = 54349776254613217745851090790413793711687187816475249498607875494809395908403873773150645464667280651680798987621804561616180968707885184461940629317043065590278690559734944507627511995924117125343416859750446845065610058637606250152874813884391826729821292992009803022327431373069931383363543258453128817706417895187110277982428941642176
787^1<1024; lcm = 42773273912380602365984808452055655651097816811566021355404398014414994579913848659469557980693149872872788803258360189991934422373105640171547275272512892619549329470511401327502851940792280177645269068623601667066635116147796118870312478527016367636369357584711714978571688490606035998707108544402612379534950883512255788772171577072392512
797^1<1024; lcm = 34090299308167340085689892336288357553924959998818119020257305217488750680191337381597237710612440448679612676196913071423571734631365195216723178392192775417780815587997586858019772996811447301583279447693010528652108187569793506739639045386032045006186377995015236837921635727013010690969565509888882066489355854159267863651420746926696832064
809^1<1024; lcm = 27579052140307378129323122900057281261125292639043858287388159920948399300274791941712165307885464322981806655043302674781669533316774442930329051319283955312984679810690047768137996354420460866980873073183645517679555523743962946952367987717299924410004779797967326601878603303153525648994378497500105591789888886014847701693999384263697737139776
811^1<1024; lcm = 22366611285789283662881052671946455102772612330264569071071797695889151832522856264728566064695111565938245197240118469247933991519904073216496860619939287758830575326469628739959915043434993763121488062351936514838119529756353949978370438038730238696513876416151501874123547278857509301334440961472585634941599886558041486073833500637858864820358336
821^1<1024; lcm = 18362987865633001887225344243668039639376314723147211207349945908324993654501264993342152739114686595635299306934137263252553807037841244110743922568970155249999902343031565195507090250660129879522741699190939878682096133929966592932242129629797525969837892537660383038655432315942015136395576029368992806287053506864152060066617304023682128017514193856
823^1<1024; lcm = 15112739013415960553186458312538796623206707017150154823649005482551469777654541089520591704291387068207851329606794967656851783192143343903142248274262437770749919628314978155902335276293286890847216418434143520155365118224362505983235272685323363873176585558494495240813420796020278457253559072170681079574245036149197145434826041211490391358414181543488
827^1<1024; lcm = 12498235164094999377485201024469584807391946703183178039157727534070065506120305481033529339448977105407893049584819438252216424699902545407898639322815036036410183532616486934931231273494548258730647978045036691168486952771547792448135570510762421923117036256874947564152698998308770284148693352685153252807900644895386039274601136081902553653408528136464576
829^1<1024; lcm = 10361036951034754483935231649285285805327923816938854594461756125744084304573733243776795822403202020383143338105815314311087416076219210143147971998613664874184042148539067669057990725726980506487707173799335416978675683847613119939504387953422047774264023056949331530682587469597970565559266789375992046577749634618275026558644341811897216978675669825129133504
839^1<1024; lcm = 8692910001918159012021659353750354790670128082411699004753413389499286731537362191528731694996286495101457260670779048707002342087947917310101148506836864829440411362624277774339654218884936644943186318817642414845108898748147407629244181492921098082607515344780489154242690886992697304504224836286457327078731943444732747282702602780181765045108886983283343009856
853^1<1024; lcm = 7415052231636189637254475428749052636441619254297179251054661621242891582001369949374008135831832380321543043352174528547072997801019573465516279676331845699512670892318508941511725048708850958136537929951448979862877890632169738707745286813461696664464210589097757248569015326604770800742103785352348099998158347758357033432145320171495045583477880596740691587407168
